lab_proj_name,submit_proj_name,user_pedon_id,natural_key,lay_field_label1,lay_field_label2,lay_field_label3,lay_depth_to_top,lay_depth_to_bottom,horizon_designation,texture_description,Clod,Core,Compliant Cavity,ars_bd,Confined_Core,Soil,Comparison,MGMT,DSP_Plot_ID,DSP_Pedon_ID,Crop,Agron_Feature
C2012USSD084,SD DSP 2012,S2012SD095001,12N03861,S2012SD095001-1,NA,NA,0,2,Ap,Silt loam,NA,0.66997765,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03862,S2012SD095001-2,NA,NA,2,5,Ap,Silt loam,NA,1.33223684,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03863,S2012SD095001-3,NA,NA,5,16,Ap,Silt loam,NA,1.08810086,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03864,S2012SD095001-4,NA,NA,16,23,BA,Silty clay loam,NA,1.1322377,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03865,S2012SD095001-5,NA,NA,23,36,Bt,Silty clay loam,NA,1.12400914,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03866,S2012SD095001-6,NA,NA,36,73,BC,Silt loam,NA,NA,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03867,S2012SD095001-7,NA,NA,73,123,BCk1,Silt loam,NA,NA,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03868,S2012SD095001-8,NA,NA,123,152,BCk2,Silty clay loam,NA,NA,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095002,12N03869,S2012SD095002-1,NA,NA,0,2,Ap,Silt loam,NA,0.97981673,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095002,12N03870,S2012SD095002-2,NA,NA,2,5,Ap,Silt loam,NA,0.92105263,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095002,12N03871,S2012SD095002-3,NA,NA,5,15,Ap,Silt loam,1.24525299,0.99664496,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095002,12N03872,S2012SD095002-4,NA,NA,15,29,Bt,Silty clay loam,1.259873,0.99030837,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095002,12N03873,S2012SD095002-5,NA,NA,29,50,BC,Silt loam,NA,1.07840143,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03874,S2012SD095003-1,NA,NA,0,2,Ap,Silt loam,NA,1.11028868,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03875,S2012SD095003-2,NA,NA,2,5,Ap,Silt loam,NA,1.77631579,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03876,S2012SD095003-3,NA,NA,5,8,Ap,Silt loam,NA,1.91434774,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03877,S2012SD095003-4,NA,NA,8,21,BA,Silty clay loam,NA,1.39609678,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03878,S2012SD095003-5,NA,NA,21,39,Bt,Silty clay,NA,0.61400143,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03880,S2012SD095004-1,NA,NA,0,2,Ap,Silt loam,NA,1.75109439,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03881,S2012SD095004-2,NA,NA,2,5,Ap,Silt loam,NA,1.2240331,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03882,S2012SD095004-3,NA,NA,5,10,Ap,Silt loam,NA,1.14100397,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03883,S2012SD095004-4,NA,NA,10,30,Bt,Silty clay loam,1.29915113,1.05436519,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03884,S2012SD095004-5,NA,NA,30,50,BCk1,Silt loam,NA,1.11917634,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095005,12N03885,S2012SD095005-1,NA,NA,0,2,Ap,Silt loam,NA,1.63131033,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095005,12N03886,S2012SD095005-2,NA,NA,2,5,Ap,Silt loam,NA,1.21710526,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095005,12N03887,S2012SD095005-3,NA,NA,5,17,Ap,Silt loam,NA,1.00657445,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095005,12N03888,S2012SD095005-4,NA,NA,17,38,Bt1,Silty clay loam,NA,1.13903167,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095005,12N03889,S2012SD095005-5,NA,NA,38,50,Bt2,Silty clay loam,NA,1.22189646,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03890,S2012SD095006-1,NA,NA,0,2,A,Silt loam,NA,0.64150012,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03891,S2012SD095006-2,NA,NA,2,5,A,Silt loam,NA,0.88815789,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03892,S2012SD095006-3,NA,NA,5,14,A,Silt loam,1.28596726,1.04160956,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03893,S2012SD095006-4,NA,NA,14,36,Bt,Silty clay,1.15013891,1.11459969,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03894,S2012SD095006-5,NA,NA,36,53,Bt2,Silty clay,NA,1.19863014,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03895,S2012SD095006-6,NA,NA,53,66,BC,Silty clay loam,NA,1.26005769,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03896,S2012SD095006-7,NA,NA,66,123,BCk,Silt loam,NA,NA,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095003,12N03879,S2012SD095003-6,NA,NA,39,50,BC,Silt loam,NA,1.17804769,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03897,S2012SD095007-1,NA,NA,0,2,A,Silt loam,NA,0.9375771,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03898,S2012SD095007-2,NA,NA,2,5,A,Silt loam,NA,1.13486842,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03899,S2012SD095007-3,NA,NA,5,12,A,Silt loam,1.23942289,1.3097175,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03900,S2012SD095007-4,NA,NA,12,34,Bt,Silty clay loam,NA,1.32191721,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03901,S2012SD095007-5,NA,NA,34,50,BC,Silt loam,NA,1.33522464,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03902,S2012SD095008-1,NA,NA,0,2,A,Silty clay loam,NA,0.86355786,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03903,S2012SD095008-2,NA,NA,2,5,A,Silty clay loam,NA,0.88815789,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03904,S2012SD095008-3,NA,NA,5,14,A,Silty clay loam,NA,1.21465117,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03905,S2012SD095008-4,NA,NA,14,37,Bt,Silty clay,NA,1.16266598,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03906,S2012SD095008-5,NA,NA,37,58,Btk1,Silty clay,NA,1.19092318,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03907,S2012SD095008-6,NA,NA,58,100,Btk2,Silty clay,NA,NA,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095009,12N03908,S2012SD095009-1,NA,NA,0,2,A,Silty clay loam,NA,0.8142117,NA,NA,NA,Kube,Rangeland,R,R1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095009,12N03909,S2012SD095009-2,NA,NA,2,5,A,Silty clay loam,NA,1.62828947,NA,NA,NA,Kube,Rangeland,R,R1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095009,12N03910,S2012SD095009-3,NA,NA,5,15,A,Silty clay loam,NA,1.50483521,NA,NA,NA,Kube,Rangeland,R,R1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095009,12N03911,S2012SD095009-4,NA,NA,15,34,Bt,Silty clay,NA,1.39707601,NA,NA,NA,Kube,Rangeland,R,R1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095009,12N03912,S2012SD095009-5,NA,NA,34,57,BC,Silty clay loam,NA,1.33642234,NA,NA,NA,Kube,Rangeland,R,R1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03913,S2012SD095010-1,NA,NA,0,2,A,Silt loam,NA,0.66617321,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03914,S2012SD095010-2,NA,NA,2,5,A,Silt loam,NA,1.52960526,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03915,S2012SD095010-3,NA,NA,5,13,A,Silt loam,NA,1.31984705,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03916,S2012SD095010-4,NA,NA,13,32,Bt,Silty clay,NA,1.36331767,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03917,S2012SD095010-5,NA,NA,32,47,BC,Silty clay loam,NA,1.62818236,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03918,S2012SD095010-6,NA,NA,47,135,BCk,Silt loam,NA,NA,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095004,12N03919,S2012SD095004-6,NA,NA,0,10,Ap,Silt loam,1.29089116,NA,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,4,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03920,S2012SD095006-8,NA,NA,0,5,A,Silt loam,1.03197769,NA,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03921,S2012SD095007-6,NA,NA,0,5,A,Silt loam,1.17925496,NA,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095007,12N03922,S2012SD095007-7,NA,NA,12,21,Bt,Silty clay loam,1.14790807,NA,NA,NA,NA,Kube,Rangeland,R,R1,2,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03923,S2012SD095001-9,NA,NA,36,60,BC,Silt loam,NA,1.10601731,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03924,S2012SD095001-10,NA,NA,60,73,BC,Silt loam,NA,1.06649461,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03925,S2012SD095001-11,NA,NA,73,85,BCk1,Silt loam,NA,1.14574958,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03926,S2012SD095001-12,NA,NA,85,123,BCk1,Silt loam,NA,1.07471523,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095001,12N03927,S2012SD095001-13,NA,NA,136,147,BCk2,Silty clay loam,NA,1.33213725,NA,NA,NA,Kube,Conventional Tillage,CT,CT1,1,Oats,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03928,S2012SD095006-9,NA,NA,66,90,BCk,Silt loam,NA,1.11218469,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095006,12N03929,S2012SD095006-10,NA,NA,90,123,BCk,Silt loam,NA,1.06002841,NA,NA,NA,Kube,Rangeland,R,R1,1,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095008,12N03930,S2012SD095008-7,NA,NA,100,132,C,Silty clay loam,NA,1.3383083,NA,NA,NA,Onita,Rangeland,R,R1,3,NA,NA
C2012USSD084,SD DSP 2012,S2012SD095010,12N03931,S2012SD095010-7,NA,NA,47,62,BCk1,Silt loam,NA,1.39793435,NA,NA,NA,Kube,Rangeland,R,R1,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13229,S2013SD039001A-1,Field # R2-1-1,NA,0,2,A1,Loam,NA,0.42547458,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13230,S2013SD039001A-2,Field # R2-1-2,NA,2,19,A2,Loam,1.19209061,1.21160327,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13231,S2013SD039001A-3,Field # R2-1-3,NA,19,30,Bw1,Loam,1.31501134,1.28495535,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13232,S2013SD039001A-4,Field # R2-1-4,NA,30,56,Bw2,Loam,NA,1.31168332,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13233,S2013SD039001A-5,Field # R2-1-5,NA,56,84,Bk1,Clay loam,NA,1.24231176,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13234,S2013SD039001A-6,Field # R2-1-6,NA,84,112,Bk2,Clay loam,NA,1.57282429,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001A,13N13235,S2013SD039001A-7,Field #R2-1-7,NA,112,150,C,Clay loam,NA,1.51341323,NA,NA,NA,Barnes,Rangeland,R,R2,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001B,13N13236,S2013SD039001B-1,Field # R2-2-1,NA,0,2,A1,Loam,NA,0.517254,0.27005758,NA,NA,Barnes,Rangeland,R,R2,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001B,13N13237,S2013SD039001B-2,Field # R2-2-2,NA,2,18,A2,Loam,NA,1.13994061,NA,NA,NA,Barnes,Rangeland,R,R2,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001B,13N13238,S2013SD039001B-3,Filed # R2-2-3,NA,18,30,Bw,Loam,NA,1.26831148,NA,NA,NA,Barnes,Rangeland,R,R2,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001B,13N13239,S2013SD039001B-4,Field # R2-2-4,NA,30,48,Bk,Clay loam,NA,1.24936736,NA,NA,NA,Barnes,Rangeland,R,R2,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001C,13N13240,S2013SD039001C-1,Field # R2-3-1,NA,0,2,A1,Loam,NA,0.36579142,NA,NA,NA,Barnes,Rangeland,R,R2,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001C,13N13241,S2013SD039001C-2,Field # R2-3-2,NA,2,16,A2,Loam,1.19449509,0.91746894,NA,NA,NA,Barnes,Rangeland,R,R2,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001C,13N13242,S2013SD039001C-3,Field # R2-3-3,NA,16,33,Bw1,Loam,1.31300386,1.29204344,NA,NA,NA,Barnes,Rangeland,R,R2,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001C,13N13243,S2013SD039001C-4,Field # R2-3-4,NA,33,50,Bw2,Clay loam,1.39792382,1.35101215,NA,NA,NA,Barnes,Rangeland,R,R2,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001D,13N13244,S2013SD039001D-1,Field # R2-4-1,NA,0,2,A1,Loam,NA,0.23873262,NA,NA,NA,Barnes,Rangeland,R,R2,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001D,13N13245,S2013SD039001D-2,Field # R2-4-2,NA,2,18,A2,Loam,NA,1.0981631,NA,NA,NA,Barnes,Rangeland,R,R2,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001D,13N13246,S2013SD039001D-3,Field # R2-4-3,NA,18,29,Bw1,Loam,NA,0.79915379,NA,NA,NA,Barnes,Rangeland,R,R2,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001D,13N13247,S2013SD039001D-4,Field # R2-4-4,NA,29,38,Bw2,Loam,NA,1.04822516,NA,NA,NA,Barnes,Rangeland,R,R2,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001E,13N13248,S2013SD039001E-1,Filed # R2-5-1,NA,0,2,A1,Loam,NA,0.39788769,NA,NA,NA,Barnes,Rangeland,R,R2,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001E,13N13249,S2013SD039001E-2,Field # R2-5-2,NA,2,13,A2,Loam,NA,1.20361027,NA,NA,NA,Barnes,Rangeland,R,R2,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001E,13N13250,S2013SD039001E-3,Field # R2-5-3,NA,13,22,Bw1,Loam,NA,1.17828007,NA,NA,NA,Barnes,Rangeland,R,R2,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD039001E,13N13251,S2013SD039001E-4,Filed #R2-5-4,NA,22,40,Bw2,Loam,NA,1.10692323,NA,NA,NA,Barnes,Rangeland,R,R2,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13252,S2013SD069001A-1,Field # R3-1-1,NA,0,2,A1,Loam,NA,0.31831016,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13253,S2013SD069001A-2,Filed # R3-1-2,NA,2,14,A2,Loam,1.316591,1.31261162,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13254,S2013SD069001A-3,Field # R3-1-3,NA,14,26,Bt1,Clay loam,1.37687983,1.07429677,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13255,S2013SD069001A-4,Field # R3-1-4,NA,26,37,Bt2,Clay loam,NA,1.22018893,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13256,S2013SD069001A-5,Filed # R3-1-5,NA,37,46,Bk1,Clay loam,NA,1.23112514,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13257,S2013SD069001A-6,Filed # R3-1-6,NA,46,89,Bk2,Clay loam,NA,1.48544739,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13258,S2013SD069001A-7,Filed # R3-1-7,NA,89,127,C,Clay loam,NA,1.45229008,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001A,13N13259,S2013SD069001A-8,Field # R3-1-8,NA,127,150,Cy,Clay loam,NA,1.31562569,NA,NA,NA,Glenham,Rangeland,R,R3,1,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001B,13N13260,S2013SD069001B-1,Field # R3-2-1,NA,0,2,A1,Loam,NA,0.35809892,NA,NA,NA,Glenham,Rangeland,R,R3,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001B,13N13261,S2013SD069001B-2,Field # R3-2-2,NA,2,13,A2,Loam,NA,1.19366308,NA,NA,NA,Glenham,Rangeland,R,R3,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001B,13N13262,S2013SD069001B-3,Field # R3-2-3,NA,13,23,Bt1,Clay loam,NA,1.31302939,NA,NA,NA,Glenham,Rangeland,R,R3,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001B,13N13263,S2013SD069001B-4,Field # R3-2-4,NA,23,36,Bt2,Clay loam,NA,1.206926,NA,NA,NA,Glenham,Rangeland,R,R3,2,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001C,13N13264,S2013SD069001C-1,Field # R3-3-1,NA,0,2,A1,Loam,NA,0.43767646,NA,NA,NA,Glenham,Rangeland,R,R3,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001C,13N13265,S2013SD069001C-2,Field # R3-3-2,NA,2,16,A2,Loam,1.27501914,1.17529903,NA,NA,NA,Glenham,Rangeland,R,R3,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001C,13N13266,S2013SD069001C-3,Field # R3-3-3,NA,16,30,Bt1,Clay loam,1.34806054,1.3030822,NA,NA,NA,Glenham,Rangeland,R,R3,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001C,13N13267,S2013SD069001C-4,Field # R3-3-4,NA,30,46,Bt2,Clay loam,NA,1.28318781,NA,NA,NA,Glenham,Rangeland,R,R3,3,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001D,13N13268,S2013SD069001D-1,Field # R3-4-1,NA,0,2,A1,Loam,NA,0.47746523,0.27161612,NA,NA,Glenham,Rangeland,R,R3,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001D,13N13269,S2013SD069001D-2,Field # R3-4-2,NA,2,16,A2,Loam,1.18016609,1.01461362,1.08932462,NA,NA,Glenham,Rangeland,R,R3,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001D,13N13270,S2013SD069001D-3,Field # R3-4-3,NA,16,34,Bt1,Clay loam,1.24501757,1.25732511,1.61089524,NA,NA,Glenham,Rangeland,R,R3,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001D,13N13271,S2013SD069001D-4,Field # R3-4-4,NA,34,48,Bt2,Clay loam,NA,1.21639952,1.46877319,NA,NA,Glenham,Rangeland,R,R3,4,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001E,13N13272,S2013SD069001E-1,Field # R3-5-1,NA,0,2,A1,Loam,NA,0.25500181,NA,NA,NA,Glenham,Rangeland,R,R3,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001E,13N13273,S2013SD069001E-2,Filed # R3-5-2,NA,2,12,A2,Loam,NA,1.18077253,NA,NA,NA,Glenham,Rangeland,R,R3,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001E,13N13274,S2013SD069001E-3,Field # R3-5-3,NA,12,36,Bt1,Clay loam,NA,1.33162155,NA,NA,NA,Glenham,Rangeland,R,R3,5,NA,NA
C2013USSD129,SD Dynamic Properties Fall 2013,S2013SD069001E,13N13275,S2013SD069001E-4,Field # R3-5-4,NA,36,50,Bt2,Clay loam,NA,1.49320027,NA,NA,NA,Glenham,Rangeland,R,R3,5,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02010,S2014NE155001-1,111W,Lib-H1,0,5,NA,NA,1.16379856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02011,S2014NE155001-2,111W,Lib-H1,5,10,NA,NA,1.2743037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02012,S2014NE155001-3,111W,Lib-H1,10,30,NA,NA,1.34326965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02013,S2014NE155001-4,111W,Lib-H1,30,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02014,S2014NE155001-5,111W,Lib-H1,60,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02015,S2014NE155001-6,111W,Lib-H1,90,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155001,14N02016,S2014NE155001-7,111W,Lib-H1,120,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155002,14N02017,S2014NE155002-1,111E,Lib-H2,0,5,NA,NA,1.12926704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2014USNE041,Meade 2014,S2014NE155002,14N02018,S2014NE155002-2,111E,Lib-H2,5,10,NA,NA,1.3221448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
